file,mae,mse,rmse,mape,smape
test_results_10037134.csv,49.95,0.07,58.0,,0.0
test_results_10109545.csv,49.27,0.06,56.0,,0.0
test_results_10120923.csv,55.32,-45.3,-19.89,,0.0
test_results_10099375.csv,53.4,0.06,61.08,,0.0
test_results_10001205.csv,1.35,0.01,0.0,-0.0,-0.0
test_results_10108557.csv,67.95,-7.16,-4.66,,0.0
test_results_10121786.csv,10.14,-60.71,-26.9,-11.54,-4.19
test_results_10100349.csv,53.4,0.06,61.08,,0.0
test_results_10100645.csv,49.64,0.06,56.33,,0.0
test_results_10120350.csv,55.34,-47313.43,-2147.94,,0.0
test_results_10112591.csv,0.72,0.37,0.19,-0.01,-0.0
test_results_10135326.csv,53.73,0.06,61.36,,0.0
test_results_10136726.csv,53.4,0.06,61.08,,0.0
test_results_10000325.csv,3.53,0.04,0.02,-0.01,0.0
test_results_10039089.csv,53.73,0.06,61.36,,0.0
test_results_10001133.csv,4.15,-14.29,-6.59,-299.4,-40.13
test_results_10107123.csv,53.73,1.54,56.33,,0.0
test_results_10107122.csv,49.27,0.06,56.0,,0.0
test_results_10109499.csv,53.17,0.06,61.12,,0.0
test_results_10112410.csv,53.73,0.06,61.36,,0.0
test_results_10108300.csv,49.27,0.06,56.0,,0.0
test_results_10132190.csv,53.4,0.06,61.08,,0.0
test_results_10001129.csv,-186.23,-6951.95,-736.55,-2065.45,-33.26
test_results_10102022.csv,-60.72,-40.94,-18.02,-330.66,-41.37
test_results_10001606.csv,50.29,-34586.17,-1787.12,,0.0
test_results_10118276.csv,53.73,0.06,61.36,,0.0
test_results_10022564.csv,0.09,0.21,0.11,-0.01,-0.0
test_results_10099379.csv,40.14,-158.6,-60.61,-217.39,-13.17
test_results_10110911.csv,67.89,-309.77,-101.76,,0.0
test_results_10107950.csv,57.29,-19749.66,-1319.59,,0.0
test_results_10021076.csv,0.88,1.88,0.95,-0.02,-0.0
test_results_10000326.csv,7.38,-1.04,-0.56,-0.99,-0.03
test_results_10044784.csv,42.33,-1177.9,-255.09,,0.0
test_results_10089815.csv,49.27,3.85,61.08,,0.0
test_results_10127158.csv,53.73,0.06,61.36,,0.0
test_results_10000338.csv,51.73,-3770.36,-514.31,,0.0
test_results_10114202.csv,0.31,0.92,0.48,-0.02,-0.0
test_results_10097997.csv,53.4,0.06,61.08,,0.0
test_results_10001213.csv,8.2,-11.51,-5.59,-59.75,-23.24
test_results_10001442.csv,3.2,-16938.75,-1228.9,-3146.59,-13.3
test_results_10036931.csv,20.99,-14.04,-6.66,58.41,-3.77
test_results_10001930.csv,-66.59,-154.2,-58.72,-19.52,-6.99
test_results_10099466.csv,53.4,0.06,61.08,,0.0
test_results_10100644.csv,49.64,0.06,56.33,,0.0
test_results_10108651.csv,53.17,0.06,61.12,,0.0
test_results_10113822.csv,49.27,-1.43,56.0,,0.0
test_results_10130819.csv,48.92,-236.29,-76.52,,0.0
test_results_10001185.csv,6.9,-3.85,-1.88,-21.43,-41.68
test_results_10108130.csv,53.16,-30773.34,-1689.92,,0.0
test_results_10120306.csv,2.31,6.81,3.54,-0.55,-0.09
test_results_10119666.csv,52.14,-159.6,-54.36,,0.0
test_results_10044469.csv,51.0,-15430.28,-1168.99,,0.0
test_results_10098866.csv,40.7,-173.49,-66.09,,0.0
test_results_10098346.csv,53.4,0.06,61.08,,0.0
test_results_10000362.csv,53.4,0.06,61.08,,0.0
test_results_10108437.csv,53.73,0.06,61.36,,0.0
test_results_10098468.csv,23.04,-494.56,-156.27,-1.13,-0.03
test_results_10035313.csv,20.26,-39.64,-17.9,-70.93,-31.68
test_results_10001443.csv,1.41,0.82,0.42,-0.03,-0.0
test_results_10000335.csv,43.15,-739.85,-187.97,,0.0
test_results_10000314.csv,0.76,0.51,0.26,-0.01,-0.0
test_results_10000591.csv,-278.41,-9503.55,-874.37,-2569.92,-26.15
test_results_10099482.csv,9.16,0.8,0.41,21.9,-6.2
test_results_10033307.csv,0.5,0.14,0.08,-0.0,-0.0
test_results_10024297.csv,49.27,0.06,56.0,,0.0
test_results_10113279.csv,-0.7,-9.79,-4.95,-216.87,-41.07
test_results_10125753.csv,53.4,0.06,61.08,,0.0
test_results_10088272.csv,49.27,0.06,61.08,,0.0
test_results_10099459.csv,53.4,0.06,61.08,,0.0
test_results_10098853.csv,54.64,-72.85,-7.97,,0.0
test_results_10002054.csv,51.87,-58972.0,-2364.75,,0.0
test_results_10119319.csv,0.32,0.41,0.21,-0.0,-0.0
test_results_10001258.csv,-15.48,-99.83,-43.13,54.36,-6.31
test_results_10122864.csv,53.73,0.06,61.36,,0.0
test_results_10115257.csv,53.73,0.06,61.36,,0.0
test_results_10099485.csv,12.36,5.09,2.61,-2.73,-5.35
test_results_10001061.csv,38.92,-484.79,-143.29,-3.28,-0.17
test_results_10108257.csv,53.73,0.06,61.36,,0.0
test_results_10121788.csv,3.01,-16.61,-8.58,36.19,-0.76
test_results_10091747.csv,28.47,-2920.28,-475.77,28.93,-0.07
test_results_10032119.csv,74.94,-11433.72,-976.72,,0.0
test_results_10034295.csv,49.27,0.06,56.0,,0.0
test_results_10120893.csv,6.21,-0.0,-0.43,-0.51,-0.01
test_results_10094527.csv,53.73,0.06,61.36,,0.0
test_results_10001134.csv,51.56,-22910.72,-1404.43,,0.0
test_results_10098347.csv,53.4,0.06,61.08,,0.0
test_results_10000357.csv,2.2,3.7,1.87,3.79,-0.01
test_results_10001253.csv,53.29,-28736.81,-1610.87,,0.0
test_results_10000331.csv,5.6,2.68,1.33,7.12,-0.03
test_results_10001705.csv,28.18,-400.71,-125.67,-104.78,-21.15
test_results_10021121.csv,5.35,-41.73,-18.67,-274.13,-38.7
test_results_10025990.csv,27.89,-982.14,-238.45,37.52,0.09
test_results_10121682.csv,49.64,0.06,56.33,,0.0
test_results_10036234.csv,1.69,14.47,7.57,-27.28,-24.07
test_results_10000701.csv,51.21,-857.64,-192.04,,0.0
test_results_10013181.csv,40.88,7.49,27.01,,0.0
test_results_10001611.csv,7.28,-2.37,-1.08,3.77,-0.0
test_results_10001260.csv,0.13,0.83,0.44,26.61,-0.33
test_results_10002446.csv,53.4,0.06,61.08,,0.0
test_results_10002343.csv,0.68,0.25,0.09,2.94,-0.02
test_results_10095583.csv,53.26,0.05,60.92,,0.0
test_results_10100643.csv,53.36,-34436.73,-1805.27,,0.0
test_results_10093599.csv,-93.61,-332636.62,-5795.55,,0.0
test_results_10125752.csv,53.4,0.06,61.08,,0.0
test_results_10108247.csv,49.42,-176.21,-71.37,,0.0
test_results_10119494.csv,-54.39,-782.08,-193.36,-1126.85,-29.42
test_results_10002160.csv,-23.36,-528.41,-149.01,-328.23,-30.33
test_results_10097278.csv,32.81,-289.63,-97.43,51.16,-4.26
test_results_10108251.csv,52.08,5.64,24.84,,0.0
test_results_10119380.csv,53.73,0.06,56.33,,0.0
test_results_10109541.csv,53.4,0.06,61.08,,0.0
test_results_10106724.csv,53.4,0.06,61.08,,0.0
test_results_10037485.csv,53.4,0.06,61.08,,0.0
test_results_10001214.csv,3.09,-28.13,-13.48,-55.77,-21.32
test_results_10001078.csv,19.76,-14.24,-7.03,25.99,-3.71
test_results_10000996.csv,51.2,3.82,-6.1,,0.0
test_results_10002166.csv,53.73,1.54,56.33,,0.0
test_results_10125819.csv,49.27,0.06,56.0,,0.0
test_results_10046945.csv,49.64,1.54,61.36,,0.0
test_results_10001534.csv,53.4,0.06,61.08,,0.0
test_results_10036870.csv,52.75,0.07,60.32,,0.0
test_results_10025127.csv,6.41,-140.76,-55.55,-261.07,-53.44
test_results_10095594.csv,53.4,0.06,61.08,,0.0
test_results_10038327.csv,50.6,-42882.94,-2052.59,,0.0
test_results_10021251.csv,0.76,0.29,0.15,-0.51,-0.04
test_results_10105736.csv,53.4,0.06,61.08,,0.0
test_results_10107853.csv,53.4,0.06,61.08,,0.0
test_results_10022660.csv,49.27,0.06,61.08,,0.0
test_results_10001670.csv,53.09,-28624.26,-1603.05,,0.0
test_results_10097277.csv,-10.55,1.25,0.62,20.82,-0.08
test_results_10108076.csv,53.86,0.06,61.17,,0.0
test_results_10093598.csv,45.46,-28979.41,-1675.09,,0.0
test_results_10022571.csv,53.73,0.06,61.36,,0.0
test_results_10120791.csv,14.03,-121039.02,-3494.31,,0.0
test_results_10044788.csv,1.06,0.22,0.11,-0.19,-0.01
test_results_10001132.csv,40.19,-2290.37,-396.89,-222.94,-9.76
test_results_10032118.csv,75.27,-11171.17,-957.58,,0.0
test_results_10031197.csv,53.4,0.06,61.08,,0.0
test_results_10126035.csv,49.27,0.06,56.0,,0.0
test_results_10000333.csv,26.48,-260.23,-89.64,54.46,-0.41
test_results_10044787.csv,12.72,-11.59,-5.46,16.17,-0.03
test_results_10037486.csv,53.4,0.06,61.08,,0.0
test_results_10026008.csv,2.35,1.89,0.96,-0.05,-0.0
test_results_10119332.csv,49.64,0.06,61.36,,0.0
test_results_10002139.csv,51.06,-2089.01,-374.31,,0.0
test_results_10110912.csv,62.57,-1083.63,-234.12,,0.0
test_results_10135325.csv,53.4,0.06,61.08,,0.0
test_results_10005057.csv,0.01,0.08,0.04,-0.01,-0.01
test_results_10036882.csv,52.75,0.07,60.32,,0.0
test_results_10000590.csv,2.14,-12.43,-6.85,-0.85,-0.29
test_results_10037492.csv,53.4,0.06,61.08,,0.0
test_results_10001062.csv,10.42,-134.14,-52.71,-370.61,-27.64
test_results_10002161.csv,3.18,2.63,1.28,3.85,-0.01
test_results_10001238.csv,17.4,-99.78,-42.24,-105.62,-2.38
test_results_10092104.csv,55.8,-524.28,-150.25,,0.0
test_results_10033013.csv,53.4,0.06,61.08,,0.0
test_results_10101255.csv,14.31,-137.26,-53.78,-154.62,-14.26
test_results_10022563.csv,10.14,-336.0,-112.16,11.69,-2.26
test_results_10023761.csv,6.25,-2.09,-1.12,-0.12,-0.0
test_results_10110927.csv,62.57,-309.77,-111.64,,0.0
test_results_10113815.csv,53.73,1.54,56.33,,0.0
test_results_10037516.csv,1.6,0.11,0.06,-0.01,-0.0
test_results_10097273.csv,55.69,-1025.63,-232.4,,0.0
test_results_10099946.csv,64.17,-4978.36,-614.62,,0.0
test_results_10109540.csv,53.4,0.06,61.08,,0.0
test_results_10002117.csv,37.83,-563.95,-157.86,57.28,-0.12
test_results_10001669.csv,12.26,-9.14,-4.39,-52.07,-25.49
test_results_10001668.csv,8.02,-45.2,-20.4,-53.47,-11.78
test_results_10112634.csv,49.27,0.06,56.0,,0.0
test_results_10136728.csv,53.4,0.06,61.08,,0.0
test_results_10098664.csv,5.07,1.64,0.81,-0.07,-0.0
test_results_10108254.csv,51.86,7.3,36.62,,0.0
test_results_10000320.csv,53.4,0.06,61.08,,0.0
test_results_10102023.csv,-43.35,-11.78,-5.7,11.64,-14.99
test_results_10033707.csv,57.65,-32181.42,-1732.2,,0.0
test_results_10115491.csv,-0.08,6.12,3.17,-59.61,-47.96
test_results_10108253.csv,52.17,-11.18,2.22,,0.0
test_results_10044790.csv,54.89,-11.73,-7.34,,0.0
test_results_10100065.csv,7.86,1.0,0.52,-0.93,-0.08
test_results_10037491.csv,53.4,0.06,61.08,,0.0
test_results_10128891.csv,2.51,-0.0,0.01,-0.02,-0.0
test_results_10037518.csv,0.94,-0.0,-0.01,-0.02,-0.0
test_results_10109555.csv,53.4,0.06,61.08,,0.0
test_results_10000710.csv,16.11,-15.52,-7.44,61.45,-8.14
test_results_10001552.csv,53.68,-23575.34,-1404.57,,0.0
test_results_10109567.csv,53.4,0.06,61.08,,0.0
test_results_10119492.csv,16.86,-40.13,-18.0,-254.94,-17.8
test_results_10000327.csv,54.5,-3282.25,-482.31,,0.0
test_results_10098850.csv,53.73,0.06,61.36,,0.0
test_results_10098754.csv,51.3,-42.33,-17.84,,0.0
test_results_10002405.csv,46.16,-699.56,-169.09,,0.0
test_results_10001968.csv,26.81,-24.09,-11.34,41.33,-0.25
test_results_10036542.csv,10.02,-91.74,-41.98,32.2,-0.09
test_results_10001097.csv,14.65,-680.68,-186.19,-402.3,-1.32
test_results_10099458.csv,53.73,0.06,61.36,,0.0
test_results_10024374.csv,54.41,-1701.82,-302.75,,0.0
test_results_10023865.csv,3.64,1.53,0.46,-0.13,-0.0
test_results_10121785.csv,53.4,0.06,61.08,,0.0
test_results_10117346.csv,24.63,-1254.32,-291.11,-1.98,-0.15
test_results_10025999.csv,21.96,-34.58,-15.94,21.96,-1.89
test_results_10131745.csv,53.73,0.06,61.36,,0.0
test_results_10044468.csv,2.84,-102.06,-44.75,0.02,-0.0
test_results_10108074.csv,53.63,0.06,61.21,,0.0
test_results_10108351.csv,53.4,0.06,61.08,,0.0
test_results_10037483.csv,48.22,30.95,19.07,,0.0
test_results_10002119.csv,-5.51,8.06,4.13,48.54,-5.76
test_results_10119488.csv,53.4,0.06,61.08,,0.0
test_results_10109542.csv,53.4,0.06,61.08,,0.0
test_results_10099477.csv,26.43,-481.96,-142.4,-250.9,-13.45
test_results_10001891.csv,0.5,0.38,0.19,0.0,0.0
test_results_10098672.csv,33.28,-621.19,-168.47,-58.96,-4.66
test_results_10037519.csv,3.35,-0.0,-0.03,-0.05,-0.0
test_results_10013019.csv,48.61,-28570.23,-1657.5,,0.0
test_results_10120892.csv,53.4,0.06,61.08,,0.0
test_results_10103581.csv,5.29,-114.33,-51.28,-10.51,-0.9
test_results_10036545.csv,9.88,-1293.91,-282.38,-2.54,-0.28
test_results_10125750.csv,53.4,0.06,61.08,,0.0
test_results_10108656.csv,53.17,0.06,61.12,,0.0
test_results_10109543.csv,53.73,0.06,61.36,,0.0
test_results_10102104.csv,53.73,0.06,61.36,,0.0
test_results_10000332.csv,44.32,-3774.48,-519.48,,0.0
test_results_10103271.csv,52.67,-0.51,27.37,,0.0
test_results_10037490.csv,53.4,0.06,61.08,,0.0
test_results_10120529.csv,47.84,-40531.14,-2033.39,,0.0
test_results_10130952.csv,53.73,0.06,61.36,,0.0
test_results_10108572.csv,53.17,0.06,61.12,,0.0
test_results_10020864.csv,53.4,0.06,61.08,,0.0
test_results_10099479.csv,53.17,0.06,61.12,,0.0
test_results_10036869.csv,50.64,0.06,58.8,,0.0
test_results_10097265.csv,7.16,-101.91,-43.26,-68.9,-31.08
test_results_10036334.csv,54.89,-14262.56,-1090.91,,0.0
test_results_10000316.csv,-20.06,-26.83,-12.27,-93.7,-34.61
test_results_10044789.csv,1.83,0.28,0.14,-0.02,-0.0
test_results_10121470.csv,49.64,0.06,56.33,,0.0
test_results_10008778.csv,53.61,-181.68,-53.05,,0.0
test_results_10021093.csv,53.4,0.06,61.08,,0.0
test_results_10117443.csv,53.73,0.06,61.36,,0.0
test_results_10125602.csv,53.86,-1.43,61.08,,0.0
test_results_10098757.csv,54.35,-5281.99,-625.38,,0.0
test_results_10025998.csv,2.18,8.05,4.18,-14.05,-7.87
test_results_10036321.csv,49.27,0.06,61.08,,0.0
test_results_10021177.csv,12.98,-571.19,-164.5,24.54,0.66
test_results_10108249.csv,47.26,-571.08,-159.32,,0.0
test_results_10000685.csv,15.69,-0.24,-0.12,31.27,-0.67
test_results_10118067.csv,53.73,0.06,61.36,,0.0
test_results_10001212.csv,53.4,0.06,61.08,,0.0
test_results_10001220.csv,-58.64,-123.01,-48.93,-20.26,-8.92
test_results_10098345.csv,53.4,0.06,61.08,,0.0
test_results_10131743.csv,53.4,0.06,61.08,,0.0
test_results_10005062.csv,52.75,0.07,60.32,,0.0
test_results_10099480.csv,16.19,-48.49,-21.76,-81.27,-20.81
test_results_10005058.csv,4.12,-23.67,-11.73,15.08,-0.11
test_results_10099990.csv,53.73,0.06,61.36,,0.0
test_results_10001106.csv,13.56,-41.3,-18.22,-40.68,-24.32
test_results_10115514.csv,42.52,-521.51,-150.87,-513.53,-27.23
test_results_10101872.csv,18.87,-29.35,-13.93,-148.08,-17.8
test_results_10134880.csv,6.97,0.0,0.02,-0.05,-0.0
test_results_10112592.csv,0.63,0.05,0.02,-0.01,-0.0
test_results_10106728.csv,49.27,0.06,56.0,,0.0
test_results_10035011.csv,49.27,0.06,56.0,,0.0
test_results_10098041.csv,53.4,0.06,61.08,,0.0
test_results_10108564.csv,53.17,0.06,61.12,,0.0
test_results_10131757.csv,49.02,-14755.47,-1105.89,,0.0
test_results_10102026.csv,45.08,-7308.17,-763.32,,0.0
test_results_10120353.csv,2.31,-138.59,-57.03,-0.83,-0.06
test_results_10000318.csv,43.25,-230.59,-82.1,-185.3,-11.96
test_results_10036540.csv,0.07,0.13,0.07,0.25,-0.0
test_results_10102093.csv,53.73,0.06,61.36,,0.0
test_results_10108256.csv,53.73,0.06,61.36,,0.0
test_results_10002148.csv,53.4,0.06,61.08,,0.0
test_results_10107951.csv,43.36,-12538.41,-1025.58,,0.0
test_results_10021181.csv,49.64,0.06,56.33,,0.0
test_results_10002052.csv,43.63,-1168.51,-255.0,23.57,-31.13
test_results_10098667.csv,19.74,-1.18,-0.59,26.47,-0.1
test_results_10023859.csv,51.71,-15559.51,-1144.33,,0.0
test_results_10001057.csv,16.33,-1312.37,-279.08,4.67,-0.32
test_results_10109550.csv,53.4,0.06,61.08,,0.0
test_results_10023746.csv,50.82,-16836.45,-1195.12,,0.0
test_results_10125612.csv,53.63,0.06,56.05,,0.0
test_results_10044786.csv,57.28,-11963.3,-992.82,,0.0
test_results_10110894.csv,3.93,0.85,0.4,64.88,-8.18
test_results_10022094.csv,51.71,12.1,34.09,,0.0
test_results_10118525.csv,53.4,-1.43,61.08,,0.0
test_results_10097270.csv,5.45,0.69,0.36,15.34,-0.01
test_results_10001921.csv,28.75,-50.28,-22.39,-5.06,-1.51
test_results_10001235.csv,1.64,2.33,1.18,4.55,-0.02
test_results_10033562.csv,53.4,0.06,61.08,,0.0
test_results_10032120.csv,53.6,-20607.39,-1338.65,,0.0
test_results_10001620.csv,65.06,-8714.4,-835.91,-784.4,-46.15
test_results_10037517.csv,2.93,0.28,0.28,-0.46,-0.01
test_results_10000328.csv,53.4,0.06,61.08,,0.0
test_results_10036932.csv,52.75,0.07,60.32,,0.0
test_results_10109549.csv,49.64,0.06,56.33,,0.0
test_results_10025567.csv,39.92,-1694.18,-325.63,31.34,-22.05
test_results_10001454.csv,6.07,-22.07,-10.37,-230.37,-66.32
test_results_10036331.csv,49.63,-142165.93,-3659.31,,0.0
test_results_10002407.csv,48.34,-1114.14,-228.16,,0.0
test_results_10091532.csv,-0.44,-61.79,-27.67,-592.03,-19.24
test_results_10100293.csv,53.4,0.06,61.17,,0.0
test_results_10022565.csv,14.79,-279.67,-101.25,-2.11,-1.47
test_results_10021108.csv,-31.39,-156.75,-59.71,-141.86,-20.6
test_results_10120901.csv,49.02,0.06,56.05,,0.0
test_results_10037521.csv,49.27,0.06,56.0,,0.0
test_results_10023589.csv,4.87,4.45,1.7,-1.99,-0.61
test_results_10005078.csv,9.44,-29.08,-14.24,36.66,-5.66
test_results_10001449.csv,13.16,-100.17,-41.97,-137.87,-9.22
test_results_10022857.csv,54.9,-1459.29,-265.76,,0.0
test_results_10001256.csv,51.29,-31859.38,-1696.12,,0.0
test_results_10001081.csv,-5.22,6.78,3.37,-98.12,-40.94
test_results_10109554.csv,53.4,0.06,61.08,,0.0
test_results_10102135.csv,0.37,0.02,0.01,0.32,-0.0
test_results_10091728.csv,53.73,0.06,61.36,,0.0
test_results_10103871.csv,52.86,-812.36,-142.07,,0.0
test_results_10100339.csv,53.4,0.06,61.08,,0.0
test_results_10045865.csv,15.82,-406.54,-130.13,-0.31,-0.0
test_results_10023757.csv,21.28,-35.95,-16.68,58.83,-4.12
test_results_10109571.csv,53.4,0.06,61.08,,0.0
test_results_10107721.csv,53.4,0.06,61.08,,0.0
test_results_10024372.csv,10.55,-0.62,-0.38,-0.96,-0.05
test_results_10099475.csv,48.38,-5428.17,-647.19,47.46,6.44
test_results_10136723.csv,53.4,0.06,56.0,,0.0
